252,,,,,,
253,關於「熱數字」的敘述何者正確？,(1) 以抄寫幫助自己記住定義,(2) 一個符號一個符號地推敲,(3) 跳過某些麻煩的細節,(4) 仔細推敲每一個問題,2
254,〈發明之母〉中提及「扭結」應用於物理學的哪一支理論？,(1) 波利亞推論,(2) 默滕斯推論,(3) 黎曼假設,(4) 畢氏定理,1
255,作者認為職業包含兩個獨立、不同的部分：生產與收入。對於兩者關係的說明何者正確？,(1) 用實物排列,(2) 引用交換律,(3) 面積的公式,(4) 使用矩陣圖,2
256,作者認為職業包含兩個獨立、不同的部分：生產與收入。對於兩者關係的說明何者正確？,(1) 2500,(2) 40000,(3) 50000,(4) 100000,2
257,「這是數學的典型特質，一些看似彼此無關的領域，在令人料想不到的地方又愉快的結合起來。」指的是哪兩者的結合？,(1) 幾何與代數,(2) 拓撲與幾何,(3) 微積分與幾何,(4) 微積分與代數,1
258,,,,,,
259,「無窮大」有沒有大小之分？,(1) 歐幾里得,(2) 格雷高利,(3) 費馬,(4) 高斯,4
260,「看，我們把蘋果從中切開，現在我們有兩個半邊蘋果。」「那是分數！你怎麼又打算教分數！我永遠弄不懂分數！我快被你逼瘋了！」作者舉在《史努比》漫畫中的這段對話，目的為何？,(1) 交換律,(2) 分配律,(3) 指數的積律,(4) 方程式圖形,4
261,「無窮大」有沒有大小之分？,(1) 有,(2) 沒有,(3) 絕大部分的情況都有,(4) 只有極少數的情況有,1
262,,,,,,
263,〈亞森羅蘋再度被捕〉一文中，真正藍鑽石的下落在哪裡？,(1) 女兒的生日禮物,(2) 想當做私人收藏,(3) 想要當個人書桌,(4) 價格低廉抽屜多,4
264,在〈字母之謎〉一文中，亞森羅蘋身為盜賊卻在此案中拚命做好事，偵探福爾摩斯卻成了壞人。這樣的情況可以用什麼來形容？,(1) 目中無人，無法無天,(2) 呼風喚雨，無人能敵,(3) 四海為家，胸襟廣闊,(4) 詭計多端，城府極深,4
265,嘉尼瑪所說的藍鑽石一案與514-23彩券案的相同作案手法指的是什麼？,(1) 屍體旁的鋼製尖刀有其指紋,(2) 男爵房裡的鈴聲是女侍所按,(3) 男爵的金髮嵌在女侍指甲上,(4) 對房內的物件擺設熟悉度高,2
266,〈亞森羅蘋再度被捕〉一文，亞森羅蘋可以逃脫嘉尼瑪的重重包圍，最主要的原因是什麼？,(1) 出現的方式,(2) 消失的能力,(3) 偷竊的手法,(4) 銷毀贓物法,2
267,猶太燈遭竊案福爾摩斯懷疑有男爵內部人員和外人串通，其推論的依據為何？,(1) 金髮女士,(2) 男爵戒指,(3) 舊寫字台,(4) 亞森羅蘋,3
268,〈猶太燈的秘密〉一文，藏在猶太燈機關裡的寶藏是什麼？,(1) 亞森‧羅蘋黨羽藏身之處,(2) 案發地由同一建築師所建,(3) 金髮女士和亞森羅蘋相識,(4) 金髮女士和男爵關係錯綜,3
269,亞森羅蘋及時得知克洛蒂‧德斯坦小姐身陷危機的關鍵是什麼？,(1) 態度從容不迫,(2) 髮色有所不同,(3) 眼神真誠懇切,(4) 體型嬌小柔弱,1
270,福爾摩斯和華生為調查猶太古燈遭竊案子重回巴黎，因為什麼事情讓福爾摩斯在巴黎車站大動肝火？,(1) 羅蘋未卜先知,(2) 命運之神戲弄,(3) 安排內線接應,(4) 利用電話暗語,1
271,男爵女兒安麗葉無心的話語給予福爾摩斯極大震撼和線索，她所說的事項是什麼？,(1) 亞森羅蘋,(2) 女裁縫師,(3) 華生先生,(4) 福爾摩斯,3
272,〈綁架〉一文中，被綁架的對象是誰？,(1) 亞森‧羅蘋的自由,(2) 德斯坦小姐的自由,(3) 登報紙向羅蘋投降,(4) 嘉尼瑪的停止追捕,1
273,〈綁架〉一文中，被綁架的對象是誰？,(1) 操之過急,(2) 時不我予,(3) 命運捉弄,(4) 法網恢恢,1
274,〈亞森羅蘋再度被捕〉一文中，真正藍鑽石的下落在哪裡？,(1) 布雷先生的牙粉之中,(2) 歐翠克男爵戒指底座,(3) 燕子號郵輪水手手中,(4) 羅蘋的手杖球飾之中,1
275,亞森羅蘋覺得，在自己想要開溜時被阻止以及福爾摩斯得以對金髮女郎下手的原因是什麼？,(1) 羅蘋裡應外合的計謀奏效了,(2) 嘉尼瑪濫用同情心使他脫逃,(3) 羅蘋設的機關重新運轉成功,(4) 福爾摩斯英雄惜英雄的放水,1
276,便衣警察嘉尼瑪說：「有亞森．羅蘋在，世界就會倒著走」嘉尼瑪對亞森．羅蘋的評價是什麼？,(1) 遙控的飛機,(2) 搭乘的電梯,(3) 一般熱汽球,(4) 遙控滑翔翼,4
277,福爾摩斯和華生為調查猶太古燈遭竊案子重回巴黎，因為什麼事情讓福爾摩斯在巴黎車站大動肝火？,(1) 一位年輕女子的欺騙,(2) 華生的低級幽默嘲諷,(3) 羅蘋的公然羞辱挑戰,(4) 遊街廣告員惡意挑釁,3
278,福爾摩斯和華生為調查猶太古燈遭竊案子重回巴黎，因為什麼事情讓福爾摩斯在巴黎車站大動肝火？,(1) 男爵夫人的情書,(2) 古董蛋白石項鍊,(3) 鑲滿鑽石香煙盒,(4) 古珍玩怪獸雕像,2
279,猶太燈遭竊案福爾摩斯懷疑有男爵內部人員和外人串通，其推論的依據為何？,(1) 陽台偽造的摩擦痕跡,(2) 兩封信件和電報內容,(3) 花園桂冠樹叢的棍子,(4) 投信的男僕消失無蹤,2
280,〈亞森羅蘋再度被捕〉中亞森羅蘋所指的可以載他上天空的遙控氣球其實就是什麼？,(1) 家庭教師是猶太燈竊賊,(2) 家庭教師是反猶太教者,(3) 家庭教師和羅蘋曾見面,(4) 家庭教師剪貼寄信一事,4
281,在凡爾賽高中教數學的吉柏先生買了一張桃花心木寫字台的目的是什麼？,(1) 十年河東，十年河西,(2) 景物依舊，人事全非,(3) 水能載舟，亦能覆舟,(4) 鷸蚌相爭，漁翁得利,1
282,亞森羅蘋及時得知克洛蒂‧德斯坦小姐身陷危機的關鍵是什麼？,(1) 羅蘋出手高下立見,(2) 福爾摩斯略勝一籌,(3) 天差地遠雲泥之別,(4) 互有千秋難分軒輊,4
283,下列哪一個鏢局接受了殷姓人士所託，將中了蚊鬚針與掌心七星釘的武當大俠送至武當山上？,(1) 武當山頂松柏長,(2) 天涯思君不可忘,(3) 字作喪亂意徬徨,(4) 寶刀百煉生玄光,3
284,《倚天屠龍記》提到：張三丰某一日在山間閒遊，仰望浮雲，俯視流水，張三丰若有所悟，在洞中苦思七日七夜，猛地裏豁然貫通，領會了武功中以柔克剛的至理，忍不住仰天長笑。這一番大笑，竟笑出了一位承先啟後、繼往開來的大宗師。……請問張三丰即為下列何人？,(1) 邪派魚肉人民,(2) 師兄生命垂危,(3) 師父身體欠安,(4) 先人墳墓被盜,4
285,「武林至尊，寶刀屠龍，號令天下，莫敢不從！倚天不出，誰與爭鋒。」根據你閱讀本書後的理解，下列哪一個選項最可能正確的描述了屠龍刀與倚天劍間的關係？\n,(1) 鐵鑄羅漢,(2) 陶瓷作品,(3) 銀製公仔,(4) 生日蛋糕,1
286,根據書中所描述：「那人身材魁偉異常，滿頭黃髮，散披肩頭，眼睛碧油油的發光，手中拿著一根一丈六七尺長的兩頭狼牙棒，在筵前這麼一站，威風凜凜，真如天神天將一般。」你認為書中這個人物應為下列哪一個人？,(1) 張翠山,(2) 張無忌,(3) 張五俠,(4) 張君寶,1
287,張三丰在修練了師父覺遠禪師臨死前所喃喃自語的經書後，加上個人於道家的練氣之術，多方的融會貫通，領會了武功中以柔克剛的至理，於是創立了哪一門派武功？,(1) 跟隨江湖人士對她的稱號,(2) 她存心挑動別人相互殘殺,(3) 情人間愛暱的戲稱 \n,(4) 她做事經常無厘頭,1
288,書中提到郭襄十六歲生日當天，楊過突發奇想，邀請江湖同道，群集襄陽給郭襄慶祝生日，也因為楊過的面子，當時郭襄收到各種奇珍賀禮。其中無色禪師送給郭襄什麼禮物？,(1) 崑崙三聖就是我一人 \n,(2) 琴聖、棋聖尚在崑崙 \n,(3) 黃毛ㄚ頭又何須知道,(4) 崑崙三聖不足為外人道 \n,4
289,《倚天屠龍記》提到：張三丰某一日在山間閒遊，仰望浮雲，俯視流水，張三丰若有所悟，在洞中苦思七日七夜，猛地裏豁然貫通，領會了武功中以柔克剛的至理，忍不住仰天長笑。這一番大笑，竟笑出了一位承先啟後、繼往開來的大宗師。……請問張三丰即為下列何人？,(1) 郭靖,(2) 小龍女,(3) 周伯通,(4) 何足道,1
290,《倚天屠龍記》中武當七俠的名聲響噹噹。下列何者非武當七俠？,(1) 《玉女心經》 \n,(2) 《九陽真經》 \n,(3) 《九陰真經》 \n,(4) 《葵花寶典》 \n,4
291,金庸武俠小說中的人物，下列哪一個人物沒有完全練會「心分二用」之法？,(1) 峨眉派,(2) 崑崙派,(3) 武當派,(4) 崆峒派,1
292,「武林至尊，寶刀屠龍，號令天下，莫敢不從！倚天不出，誰與爭鋒。」根據你閱讀本書後的理解，下列哪一個選項最可能正確的描述了屠龍刀與倚天劍間的關係？\n,(1) 持屠龍刀者可以對倚天劍發號施令,(2) 屠龍刀與倚天劍都是世上最厲害的兵器,(3) 屠龍刀是很厲害的武器，可是倚天劍更強,(4) 屠龍刀一出手，世上沒有任何武器可比得上,2
293,殷素素與張翠山互生情愫，但她的出身並非名門正派，殷素素究竟是哪一個幫派的人？\n,(1) 海沙派,(2) 天鷹教,(3) 巨鯨幫,(4) 神拳門,2
294,下列哪一個鏢局接受了殷姓人士所託，將中了蚊鬚針與掌心七星釘的武當大俠送至武當山上？,(1) 宋遠橋,(2) 張松溪,(3) 莫聲谷,(4) 海東青,1
295,《倚天屠龍記》提到：張三丰某一日在山間閒遊，仰望浮雲，俯視流水，張三丰若有所悟，在洞中苦思七日七夜，猛地裏豁然貫通，領會了武功中以柔克剛的至理，忍不住仰天長笑。這一番大笑，竟笑出了一位承先啟後、繼往開來的大宗師。……請問張三丰即為下列何人？,(1) 從心再使身，從己不從人,(2) 從心再使身，從人不從己,(3) 從身再使心，從人不從己,(4) 從身再使心，從己不從人,1
296,《倚天屠龍記》中武當七俠的名聲響噹噹。下列何者非武當七俠？,(1) 自己獨門自創的武功,(2) 師父張三丰所傳授的武功,(3) 師兄間彼此玩樂學會的武功,(4) 倚天劍與屠龍刀一起施展的武功,4
297,「覺遠禪師一肩挑著張君寶和郭襄踏步下山，直奔數十里路，方才止步。禪師內力雖強，但這一陣捨命急馳，卻也筋疲力盡。……」半夜覺遠喃喃自語似是念著武學拳經。冰雪聰明的郭襄將覺遠禪師睡夢中喃喃自語的內容默記了起來，那些內容究竟是屬於哪一部經書？\n,(1) 書法,(2) 六書,(3) 《四書》 \n,(4) 《尚書》 \n,3
298,張翠山與殷素素兩人互生情愫，但張翠山最初卻稱殷素素為「邪教女魔頭」。根據你對文意的理解，請推斷張翠山為何會如此看待殷素素？,(1) 小龍女,(2) 殷素素,(3) 周芷若,(4) 紀曉芙,2
299,張翠山與殷素素兩人互生情愫，但張翠山最初卻稱殷素素為「邪教女魔頭」。根據你對文意的理解，請推斷張翠山為何會如此看待殷素素？,(1) 宋遠橋,(2) 張松溪,(3) 俞岱巖,(4) 莫聲谷,1
300,書中提到郭襄十六歲生日當天，楊過突發奇想，邀請江湖同道，群集襄陽給郭襄慶祝生日，也因為楊過的面子，當時郭襄收到各種奇珍賀禮。其中無色禪師送給郭襄什麼禮物？,(1) 至尊鏢局,(2) 三和鏢局,(3) 中原鏢局,(4) 龍門鏢局,1
301,書中提到：「張翠山自藝成以來，罕逢敵手，半月前學得『倚天屠龍功』，武功更高，此時見這少林僧來得威猛，反而起了敵愾之心，將虎頭鉤和判官筆往腰間一插，叫道：『你三個少林僧便聯手齊上，我張翠山又有何懼？』」請問：「倚天屠龍功」是什麼武功？,(1) 謝遜,(2) 楊逍,(3) 范遙,(4) 徐達,4
302,書中提到：「郭襄睡到半夜，忽聽得覺遠喃喃自語，似在念經，當即從朦朧中醒來，只聽覺遠念道：『……先以心使身，從人不從己，從身能從心，由己仍從人。由己則滯，從人則活。……』郭襄聽到這裡，不自禁的搖頭，心中說道：『不對不對。爹爹和媽媽常說，臨敵之際，須當制人而不可受制於人。這大和尚可說錯了。』只聽覺遠又念道：『彼不動，己不動，彼微動，己已動。勁似寬而非松，將展未展，勁斷意不斷……』郭襄越聽越感迷惘，她自幼學的武功全是講究先發制人、後發制於人，處處搶快，著著爭先……」這段話意思是如何？,(1) 張翠山、殷素素、謝遜,(2) 殷素素、謝遜、張翠山,(3) 謝遜、殷素素、張翠山,(4) 殷素素、張翠山、謝遜,1
303,自幼即想成為百科全書作者的蘭迪教授，後來為《世界百科全書》寫了哪一個條目的內容？,(1) 未來廿年要教兒女的事要提前教,(2) 留下足夠的教育基金給他的兒女,(3) 要提前繳清長達廿年的房屋貸款,(4) 為太太尋找另一合適的人生伴侶,2
304,蘭迪教授在發表演講時，拿出了他多年來贏得的動物娃娃，並讓聽眾在演講結束後可帶回家當紀念品。其中一個女孩選了大象，蘭迪教授很喜歡她選擇的象徵意義，究竟「大象」有什麼象徵意義？,(1) 收錄53次的家庭聚會錄影剪輯,(2) 53次坐在鍵盤前記下所有心情,(3) 記錄53次行動電話通話的內容,(4) 整理53次與心理醫生諮詢內容,3
305,蘭迪教授一直想要有飄浮在空中的體驗，為此找出了規定的漏洞，他究竟使用了什麼身分陪同學生到休士頓太空中心去體驗零重力狀態？,(1) 讓自己能夠落葉而歸根,(2) 讓家人能有較多的支持,(3) 維州的生活開銷較低廉,(4) 維州鄰近蘭迪家族老家,4
306,蘭迪教授為什麼說「我一生下來就握有中大獎的彩券」？,(1) 閱讀就是力量,(2) 書中自有黃金屋,(3) 全力實現兒時夢想,(4) 讀萬卷書不如行萬里路,2
307,蘭迪教授在〈改過歸正的混蛋〉一文中提到，他運用什麼資料教導一個過度自信的學生學會「自我評估」？,(1) 經由指導教授引薦後獲聘,(2) 畢業後毛遂自薦後被錄用,(3) 罹癌後放下一切實現夢想,(4) 用教書之外的六個月特休,3
308,蘭迪教授〈我從沒打進國家美式足球聯盟〉一文的結論：葛拉翰教練是「精於此道的大師」，蘭迪教授的「此道」指的是什麼？,(1) 父母的支持,(2) 優渥的家境,(3) 聰明的遺傳,(4) 優質的兄弟,1
309,蘭迪教授幼年時在迪士尼樂園摔壞了一瓶胡椒罐，為什麼他說那瓶「胡椒鹽罐」價值十萬美元呢？,(1) 指導老師,(2) 媒體記者,(3) 總署顧問,(4) 太空人員,3
310,蘭迪教授在〈童話故事不一定都有圓滿結局〉一文中，指的是自己何時所遭遇事情？,(1) 光學變焦,(2) 維基百科,(3) 後設認知,(4) 虛擬實境,4
311,蘭迪教授認為布朗大學的傳奇教授安迪．范丹是「荷蘭大叔」的主要原因是什麼？,(1) 避而不談,(2) 追求夢想,(3) 破除迷思,(4) 明辨是非,3
312,〈見到柯克艦長〉一文的主旨是什麼？,(1) 到迪士尼去玩,(2) 搭熱氣球結婚,(3) 去體驗零重力,(4) 加入足球聯盟,3
313,蘭迪教授在〈改過歸正的混蛋〉一文中提到，他運用什麼資料教導一個過度自信的學生學會「自我評估」？,(1) 敞篷車被撞凹了,(2) 女兒吃泡棉下肚,(3) 太太的胎盤剝離,(4) 兒子爬到車道上,1
314,蘭迪教授在本書前言提到：在自己生命的最後幾個月有個難解的工程問題。其中一件較容易做到的是－與家人好好相處，另一件較不容易做到的是什麼事？,(1) 有另一段婚姻,(2) 借貸供他上學,(3) 罹患輕度色盲,(4) 曾獲銅星勳章,4
315,蘭迪教授在本書前言提到：在自己生命的最後幾個月有個難解的工程問題。其中一件較容易做到的是－與家人好好相處，另一件較不容易做到的是什麼事？,(1) 時間的有效利用,(2) 做事要一絲不苟,(3) 清潔是重要的事,(4) 獨立自主不靠人,1
316,蘭迪教授在〈改過歸正的混蛋〉一文中提到，他運用什麼資料教導一個過度自信的學生學會「自我評估」？,(1) 自我評量表,(2) 同儕回饋表,(3) 情緒檢視表,(4) 心理諮商表,2
317,蘭迪教授曾說：「你把樓梯的扶手底部擦得再亮，也不會有人看到。」他是要學生注意哪些事情？,(1) 太空總署因此發明了摔不壞的材質,(2) 卡內基大學後來開設了材料研發課,(3) 美好的購物經驗促成了客人的回流,(4) 電影夢工廠拍成電影行銷到全世界,3
318,蘭迪教授接受卡內基美隆大學邀請所發表的演講題目是什麼？,(1) 汽車、積木、太空人,(2) 動物、書本、外星人,(3) 海洋、花園、火車路線圖,(4) 火箭、魔鏡、潘朵拉的盒子,4
319,蘭迪教授的父親在2006年去世，在整理他的東西時，發現了哪一件父親五十年未曾提及的事？,(1) 運動技能外的間接學習,(2) 讓孩子了解對水的渴望,(3) 在運動場上的假動作,(4) 不斷操練直到精熟,4
320,在〈他們大出我意料之外〉一文中描述到許多事情的發展都充滿了驚喜，下列哪一件事情沒有包括在其中？,(1) 父親答應他可以隨意安排自己的時間,(2) 醫生宣布他剩三至六個月的健康生活,(3) 他帶全家回太太維吉尼亞家鄉的中途,(4) 他針對孩子問迪士尼開放時間的回答,1
321,蘭迪教授認為布朗大學的傳奇教授安迪．范丹是「荷蘭大叔」的主要原因是什麼？,(1) 因安迪是個荷蘭人,(2) 他喜愛荷蘭的風俗,(3) 能坦率的提供意見,(4) 強勢介入讓人改過,3
322,蘭迪教授在發表演講時，拿出了他多年來贏得的動物娃娃，並讓聽眾在演講結束後可帶回家當紀念品。其中一個女孩選了大象，蘭迪教授很喜歡她選擇的象徵意義，究竟「大象」有什麼象徵意義？,(1) 參加人數多到要到大禮堂成果發表,(2) 學生繳交了優良的虛擬實境作業,(3) 創立娛樂科技中心的碩士班課程,(4) 師生合作製造出可聲控的機器人,3
323,蘭迪教授在發表演講時，拿出了他多年來贏得的動物娃娃，並讓聽眾在演講結束後可帶回家當紀念品。其中一個女孩選了大象，蘭迪教授很喜歡她選擇的象徵意義，究竟「大象」有什麼象徵意義？,(1) 作者為艦長展現專業，並敘述從艦長身上所獲得的回饋,(2) 作者回憶童年對影片的狂熱與見到偶像卻感到幻滅的感慨,(3) 作者提到艦長對自己生命的重大影響及描述重看影片的樂趣,(4) 描述作者與他的學生為了真實重現宇宙戰艦所做的種種努力,1
324,蘭迪教授在他辭世前，為什麼要將他們的家從匹茲堡搬到維吉尼亞州？,(1) 自己對病情的接受，讓他能用更積極的態度面對後續治療,(2) 自己超速被攔下，對警察的問話老實回答而得到好的回報,(3) 跟隨著自己的興趣發展，使他在工作上表現傑出獲得肯定,(4) 學生與他彼此坦誠互動良好，使他能不被列入裁員名單中,2
325,,,,,,
326,,,,,,
327,,,,,,
328,,,,,,
329,,,,,,
330,,,,,,
331,,,,,,
332,,,,,,
333,,,,,,
334,,,,,,
335,,,,,,
336,,,,,,
337,,,,,,
338,,,,,,
339,,,,,,
340,,,,,,
341,,,,,,
342,,,,,,
343,,,,,,
344,,,,,,
345,連加恩說他在醫院裡所看到的和他在宿舍區裡所面對的，有怎樣的差別？,(1) 第一屆,(2) 第二屆,(3) 第三屆,(4) 第四屆,3
346,連加恩提到非洲民眾非常喜歡到電影院看什麼類型的影片？,(1) 東非,(2) 西非,(3) 南非,(4) 北非,3
347,連加恩有一天晚上在布吉納法索的公路上趕路，司機輾過一隻動物，在黑暗中冒出許多村民，並告訴司機這隻動物是神聖的，其實村民只是想吃掉那隻動物罷了，請問司機到底輾過了哪一種動物？,(1) 商店門口,(2) 動物房舍,(3) 醫院門口,(4) 街道的路燈下,1
348,連加恩在布吉納法索期間最常治療的疾病是什麼？,(1) 愛情片,(2) 恐怖片,(3) 功夫片,(4) 科幻片,2
349,連加恩有一天晚上在布吉納法索的公路上趕路，司機輾過一隻動物，在黑暗中冒出許多村民，並告訴司機這隻動物是神聖的，其實村民只是想吃掉那隻動物罷了，請問司機到底輾過了哪一種動物？,(1) 很多小孩得到瘧疾,(2) 很多大人得愛滋病,(3) 七、八月時車禍多,(4) 七、八月是旅遊旺季,1
350,連加恩有一天晚上在布吉納法索的公路上趕路，司機輾過一隻動物，在黑暗中冒出許多村民，並告訴司機這隻動物是神聖的，其實村民只是想吃掉那隻動物罷了，請問司機到底輾過了哪一種動物？,(1) 賣冰,(2) 賣水,(3) 打水,(4) 砍柴,2
351,在布吉納法索的連加恩第一次收到的六十箱衣服是從哪裡寄來的？,(1) 台灣的家人親戚,(2) 台北的教會朋友,(3) 台灣的慈善團體,(4) 網路上的善心人士,2
352,連加恩在這本書中提到：常常聽到周圍的人在參加葬禮，這裡的國民平均壽命是幾歲？,(1) 因為街上到處是亂飛的黑色塑膠袋,(2) 這個國家的清道夫處理不完這些垃圾,(3) 路上牛羊吃到塑膠袋會消化不良或噎死,(4) 這個國家不能腐化的垃圾就經年累月留在路上,3
353,連加恩在布吉納法索期間連買帶送加修理，總共弄好了幾口井？,(1) 一袋垃圾換一件衣服,(2) 兩袋垃圾換一件衣服,(3) 三袋垃圾換一件衣服,(4) 四袋垃圾換一件衣服,3
354,連加恩第一次的六十箱衣服在多少時間發完？,(1) 軍人,(2) 醫生,(3) 工程師,(4) 高中生,4
355,連加恩在書中提到有的孩子的父母會幫他們到鐵匠店訂製一個二輪手推車，上面橫放一個兩百公升容量的大鐵桶和推車鑄造在一起，請問這是做什麼用的？,(1) 慢性腸胃道寄生蟲,(2) 長期多次感染瘧疾,(3) 天生血色素低,(4) 營養不良,4
356,在布吉納法索的捐血中心經常發生血荒，熱心人士建立的捐血名單中大部分是哪些人？,(1) 鱷魚,(2) 蟾蜍,(3) 烏龜,(4) 蜥蜴,4
357,連加恩所發起的一手收禮物，一手換垃圾的活動遊戲規則是什麼？,(1) 東非,(2) 西非,(3) 南非,(4) 北非,3
358,連加恩所發起的一手收禮物，一手換垃圾的活動遊戲規則是什麼？,(1) 一小時,(2) 二小時,(3) 三小時,(4) 四小時,4
359,過去西非有一些村民，只要遭受潘尾絲蟲寄生，到了一定年齡都會瞎掉，這被稱為什麼病症？,(1) 總統,(2) 省長,(3) 市長,(4) 第一夫人,1
360,連加恩第一次的六十箱衣服在多少時間發完？,(1) 天使與惡魔,(2) 溫暖與愛心,(3) 天堂與地獄,(4) 夢想與現實,3
361,連加恩在布吉納法索期間連買帶送加修理，總共弄好了幾口井？,(1) 河盲症,(2) 夜盲症,(3) 視盲症,(4) 寄生盲眼症,1
362,連加恩在書中說到布吉納法索的高中生晚上經常在哪裡讀書？,(1) 法國,(2) 荷蘭,(3) 台灣,(4) 日本,4
363,布吉納法索是位於非洲大陸的哪個區域？,(1) 一,(2) 二,(3) 三,(4) 四,2
364,連加恩在布吉納法索期間最常治療的疾病是什麼？,(1) 感冒,(2) 瘧疾,(3) 寄生蟲,(4) 愛滋病,2
365,連加恩第一次的六十箱衣服在多少時間發完？,(1) 三十幾歲,(2) 四十幾歲,(3) 五十幾歲,(4) 六十幾歲,2
366,下列何者不是《再見天人菊》一書所要傳達的主題？,(1) 元宵節、吉貝嶼的考古遺址,(2) 中秋節、漁翁島的西台古堡,(3) 中秋節、學校木麻黃林,(4) 元宵節、天人菊坡地,4
367,下列哪一選項不是「眼鏡」陳亦雄對葉英三受傷事件所抱持的想法？,(1) 「小瘦子」林賓,(2) 「姊夫」陶老師,(3) 「含羞草」林罔惜,(4) 「大壞蛋」葉英三,1
368,下列何者不是《再見天人菊》一書所要傳達的主題？,(1) 憤恨老師對學生的輕蔑,(2) 不滿老師對澎湖的譏嘲,(3) 看不起老師的虛偽造作,(4) 不喜歡老師的教學方式,3
369,陳亦雄與地理老師衝突後被逐出教室，當他來到天人菊坡地時回想老師所說的話：「我說的都是事實。」那時他內心有什麼感受？,(1) 震驚發覺老師所言皆是事實,(2) 悔恨自己不應該逞口舌之快,(3) 更加痛恨澎湖卻無力離開此地,(4) 雖熱愛澎湖卻又悲憤它的落後,3
370,下列何者不是《再見天人菊》一書所要傳達的主題？,(1) 警告陳亦雄不要太出風頭,(2) 感謝他替自己出了一口怨氣,(3) 欣賞他的膽識並想和他做朋友,(4) 告訴他陶老師在追求他的導師,4
371,陶老師要林賓等人加入陶藝工作室，陶老師以什麼理由說服他們？,(1) 工藝成績佳,(2) 反應靈敏,(3) 肯學肯做,(4) 潛力十足,3
372,湘貞希望工作室的同學了解葉英三的處境後，能原諒他的所作所為，「眼鏡」陳亦雄對此有何看法？,(1) 提出解決方法讓他們選擇,(2) 任其自行摸索出解決方式,(3) 直接告誡他們篩土的重要,(4) 要求他們再去挑土和篩土,1
373,陶老師要林賓等人加入陶藝工作室，陶老師以什麼理由說服他們？,(1) 不理會他人的照料關心,(2) 怒指陶老師害得他受傷,(3) 怪罪他人未將雜質篩淨,(4) 認為是同學故意陷害他,3
374,吉貝嶼海灘上豎立著木魚和銅鐘，它們有什麼作用？,(1) 認為陶老師偏心、縱容葉英三,(2) 以為自己錯看了葉英三的為人,(3) 不屑與工作室的同學為伍,(4) 想要就此退出陶藝工作室,4
375,在《再見天人菊》一書中，天人菊隱含著什麼意義？,(1) 為了幫陶老師製造機會去追求導師,(2) 摔壞了導師要歸還給陶老師的筆筒,(3) 春華嚴厲的指責使得他們感到羞愧,(4) 湘貞告知他們葉英三的身世和處境,2
376,二十年後重聚，陶老師和學生們都有了各自的生命經歷，下列哪一個選項的敘述不正確？,(1) 可恨之人必有可憐之處，葉英三的作為可原諒,(2) 家庭破碎不是墮落的藉口，葉英三要力圖振作,(3) 失敗者只會為自己找理由，葉英三要記取教訓,(4) 人非聖賢孰能無過，葉英三永遠可以重新開始,1
377,陶老師與陳亦雄等七人相約二十年後相見，他們約定的時地為何？,(1) 林賓喪父，為人開朗樂觀,(2) 英三喪父，性情尖銳自棄,(3) 林賓喪母，處事沉穩成熟,(4) 英三喪母，個性冷漠寡言,3
378,陳亦雄闊別澎湖二十年，返鄉後第一個見到的好友是誰？,(1) 自責未能將葉英三教好,(2) 生氣學生不能和睦共處,(3) 痛心他妄自菲薄，不思長進,(4) 氣憤他挑釁夥伴，不知悔改,2
379,葉英三主動找上「眼鏡」陳亦雄，其最主要的用意為何？,(1) 通報示警,(2) 祈福消災,(3) 吸引遊客,(4) 悼念先民,3
380,陶老師承諾二十年後相聚那天，會送給七位學生一份禮物，他送了什麼禮物呢？,(1) 澎湖人要自傲其歷史悠久，當重現往日榮光,(2) 先民開拓了歷史文化，我們不應該忘本毀棄,(3) 以先人的歷史為榮，並努力開創自己的歷史,(4) 創作靈感來自生活，激發他們對陶藝的熱情,3
381,陳亦雄和林賓本欲退出陶藝工作室，哪一件事的發生使他們打消了這個想法？,(1) 知足自適，虛懷若谷,(2) 淡定豁達，善體人意,(3) 心如止水，不忮不求,(4) 謙和自持，不卑不亢,3
382,「姊夫」在重塑鏤空筆筒時表示：「順其自然最好」，又在修整筆筒時，讓竹片不小心劃傷眉梢，引起學生關切時說：「痛一下就過去了」、「你們的心意，我明白，我會好起來。」從這些言談行為之中，我們可以知道陶老師為人處世的態度為何？,(1) 「姊姊」「姊夫」終成眷屬，仍獻身教育,(2) 葉英三娶了陳湘貞，已是兩屆的民意代表,(3) 吳春華在佛光山剃度出家，如今潛心清修,(4) 「含羞草」不再羞怯，獨當一面開了餐館,1
383,林賓和葉英三成長背景類似，但個性差異極大。下列關於兩人身世和個性的描述，何者屬實？,(1) 陶製鏤空筆筒,(2) 高頸青白瓷瓶,(3) 陶磁天人菊胸章,(4) 貝殼形陶瓷花器,2
384,陶老師承諾二十年後相聚那天，會送給七位學生一份禮物，他送了什麼禮物呢？,(1) 樸實溫暖的真摯友情,(2) 飲水思源的感恩情懷,(3) 澎湖人安分守己的天性,(4) 澎湖人耐苦堅韌的性格,3
385,陳亦雄與地理老師衝突後被逐出教室，當他來到天人菊坡地時回想老師所說的話：「我說的都是事實。」那時他內心有什麼感受？,(1) 成長的甘苦,(2) 鄉土的美好,(3) 友誼的珍貴,(4) 愛情的執著,2
